Unnamed: 0,household_id,state_code_str,zip_code,county_str,rating_area
1845,3322,MA,01903,ESSEX_COUNTY_MA,
1847,3324,MA,01472,MIDDLESEX_COUNTY_MA,
1849,3326,MA,01747,WORCESTER_COUNTY_MA,
1851,3329,MA,01238,BERKSHIRE_COUNTY_MA,
1852,3331,MA,01034,HAMPDEN_COUNTY_MA,
1853,3333,MA,01702,MIDDLESEX_COUNTY_MA,
1854,3334,MA,01854,MIDDLESEX_COUNTY_MA,
1855,3335,MA,01906,ESSEX_COUNTY_MA,
1856,3338,MA,02131,SUFFOLK_COUNTY_MA,
1857,3339,MA,02128,SUFFOLK_COUNTY_MA,
1859,3341,MA,01420,WORCESTER_COUNTY_MA,
1861,3343,MA,02466,MIDDLESEX_COUNTY_MA,
1863,3345,MA,01931,ESSEX_COUNTY_MA,
1864,3347,MA,01851,MIDDLESEX_COUNTY_MA,
1865,3348,MA,01501,WORCESTER_COUNTY_MA,
1866,3351,MA,01564,WORCESTER_COUNTY_MA,
1867,3354,MA,01720,MIDDLESEX_COUNTY_MA,
1868,3355,MA,02459,MIDDLESEX_COUNTY_MA,
1869,3356,MA,01607,WORCESTER_COUNTY_MA,
1870,3357,MA,02459,MIDDLESEX_COUNTY_MA,
1871,3358,MA,01082,HAMPDEN_COUNTY_MA,
1872,3359,MA,01702,MIDDLESEX_COUNTY_MA,
1873,3362,MA,01880,MIDDLESEX_COUNTY_MA,
1874,3364,MA,02180,MIDDLESEX_COUNTY_MA,
1876,3367,MA,01907,ESSEX_COUNTY_MA,
1877,3371,MA,01852,MIDDLESEX_COUNTY_MA,
1878,3373,MA,02124,SUFFOLK_COUNTY_MA,
1879,3374,MA,01865,MIDDLESEX_COUNTY_MA,
1880,3376,MA,01370,FRANKLIN_COUNTY_MA,
1881,3377,MA,01255,BERKSHIRE_COUNTY_MA,
1882,3378,MA,01851,MIDDLESEX_COUNTY_MA,
1883,3379,MA,01772,WORCESTER_COUNTY_MA,
1884,3380,MA,01139,HAMPDEN_COUNTY_MA,
1886,3382,MA,01704,MIDDLESEX_COUNTY_MA,
1887,3384,MA,01844,ESSEX_COUNTY_MA,
1888,3386,MA,02452,MIDDLESEX_COUNTY_MA,
1889,3387,MA,02459,MIDDLESEX_COUNTY_MA,
1890,3389,MA,01570,WORCESTER_COUNTY_MA,
1892,3391,MA,02138,MIDDLESEX_COUNTY_MA,
1893,3392,MA,02153,MIDDLESEX_COUNTY_MA,
1895,3394,MA,01462,WORCESTER_COUNTY_MA,
1896,3395,MA,01930,ESSEX_COUNTY_MA,
1897,3399,MA,01860,ESSEX_COUNTY_MA,
1898,3400,MA,01085,HAMPDEN_COUNTY_MA,
1902,3404,MA,01341,FRANKLIN_COUNTY_MA,
1904,3407,MA,01003,HAMPSHIRE_COUNTY_MA,
1906,3410,MA,02127,SUFFOLK_COUNTY_MA,
1907,3411,MA,01240,BERKSHIRE_COUNTY_MA,
1909,3413,MA,01609,WORCESTER_COUNTY_MA,
1910,3414,MA,01571,WORCESTER_COUNTY_MA,
1911,3415,MA,01085,HAMPDEN_COUNTY_MA,
1912,3416,MA,01604,WORCESTER_COUNTY_MA,
1914,3418,MA,02128,SUFFOLK_COUNTY_MA,
1915,3419,MA,01430,WORCESTER_COUNTY_MA,
1916,3421,MA,01028,HAMPDEN_COUNTY_MA,
1919,3434,MA,01007,HAMPSHIRE_COUNTY_MA,
1920,3435,MA,01841,ESSEX_COUNTY_MA,
1922,3438,MA,02187,NORFOLK_COUNTY_MA,
1924,3440,MA,01752,MIDDLESEX_COUNTY_MA,
1925,3443,MA,02465,MIDDLESEX_COUNTY_MA,
1931,3467,MA,01887,MIDDLESEX_COUNTY_MA,
1932,3468,MA,01546,WORCESTER_COUNTY_MA,
1933,3469,MA,02206,SUFFOLK_COUNTY_MA,
1935,3471,MA,01570,WORCESTER_COUNTY_MA,
1938,3474,MA,01899,ESSEX_COUNTY_MA,
1939,3475,MA,02453,MIDDLESEX_COUNTY_MA,
1940,3476,MA,02151,SUFFOLK_COUNTY_MA,
1941,3478,MA,01510,WORCESTER_COUNTY_MA,
1945,3484,MA,01095,HAMPDEN_COUNTY_MA,
1946,3487,MA,02466,MIDDLESEX_COUNTY_MA,
1947,3489,MA,01923,ESSEX_COUNTY_MA,
1949,3491,MA,01844,ESSEX_COUNTY_MA,
1950,3492,MA,01961,ESSEX_COUNTY_MA,
1951,3494,MA,02153,MIDDLESEX_COUNTY_MA,
1953,3496,MA,01770,MIDDLESEX_COUNTY_MA,
1954,3497,MA,01471,MIDDLESEX_COUNTY_MA,
1956,3499,MA,01440,WORCESTER_COUNTY_MA,
1957,3501,MA,01603,WORCESTER_COUNTY_MA,
1958,3502,MA,02131,SUFFOLK_COUNTY_MA,
1961,3505,MA,01252,BERKSHIRE_COUNTY_MA,
1962,3506,MA,02476,MIDDLESEX_COUNTY_MA,
1963,3507,MA,01604,WORCESTER_COUNTY_MA,
1964,3508,MA,01119,HAMPDEN_COUNTY_MA,
1965,3509,MA,01523,WORCESTER_COUNTY_MA,
1966,3510,MA,02124,SUFFOLK_COUNTY_MA,
1967,3511,MA,02180,MIDDLESEX_COUNTY_MA,
1969,3513,MA,02121,SUFFOLK_COUNTY_MA,
1970,3514,MA,01704,MIDDLESEX_COUNTY_MA,
1971,3516,MA,01831,ESSEX_COUNTY_MA,
1972,3517,MA,02217,SUFFOLK_COUNTY_MA,
1973,3518,MA,01546,WORCESTER_COUNTY_MA,
1975,3521,MA,01966,ESSEX_COUNTY_MA,
1976,3523,MA,01730,MIDDLESEX_COUNTY_MA,
1978,3525,MA,01604,WORCESTER_COUNTY_MA,
1979,3526,MA,01302,FRANKLIN_COUNTY_MA,
1980,3527,MA,01747,WORCESTER_COUNTY_MA,
1981,3528,MA,01876,ESSEX_COUNTY_MA,
1984,3532,MA,01826,ESSEX_COUNTY_MA,
1986,3534,MA,01887,MIDDLESEX_COUNTY_MA,
1988,3536,MA,02128,SUFFOLK_COUNTY_MA,
1990,3538,MA,02128,SUFFOLK_COUNTY_MA,
1991,3539,MA,02139,MIDDLESEX_COUNTY_MA,
1992,3540,MA,01821,MIDDLESEX_COUNTY_MA,
1993,3541,MA,01742,MIDDLESEX_COUNTY_MA,
1994,3542,MA,01501,WORCESTER_COUNTY_MA,
1995,3543,MA,01887,MIDDLESEX_COUNTY_MA,
1996,3544,MA,01613,WORCESTER_COUNTY_MA,
1997,3545,MA,02152,SUFFOLK_COUNTY_MA,
2000,3549,MA,02459,MIDDLESEX_COUNTY_MA,
2002,3551,MA,01060,HAMPSHIRE_COUNTY_MA,
2004,3554,MA,01440,WORCESTER_COUNTY_MA,
2005,3555,MA,01020,HAMPDEN_COUNTY_MA,
2006,3556,MA,01970,ESSEX_COUNTY_MA,
2007,3557,MA,01588,WORCESTER_COUNTY_MA,
2010,3564,MA,02123,SUFFOLK_COUNTY_MA,
2011,3566,MA,01370,FRANKLIN_COUNTY_MA,
2012,3567,MA,02141,MIDDLESEX_COUNTY_MA,
2013,3569,MA,01908,ESSEX_COUNTY_MA,
2015,3571,MA,01832,ESSEX_COUNTY_MA,
2017,3575,MA,01923,ESSEX_COUNTY_MA,
2020,3580,MA,02040,PLYMOUTH_COUNTY_MA,
2022,3584,MA,01550,WORCESTER_COUNTY_MA,
2023,3585,MA,01603,WORCESTER_COUNTY_MA,
2024,3586,MA,01581,WORCESTER_COUNTY_MA,
2026,3588,MA,01440,WORCESTER_COUNTY_MA,
2027,3589,MA,01867,MIDDLESEX_COUNTY_MA,
2028,3590,MA,01610,WORCESTER_COUNTY_MA,
2029,3591,MA,01007,HAMPSHIRE_COUNTY_MA,
2030,3592,MA,01610,WORCESTER_COUNTY_MA,
2031,3593,MA,01721,MIDDLESEX_COUNTY_MA,
2032,3594,MA,02139,MIDDLESEX_COUNTY_MA,
2034,3598,MA,01704,MIDDLESEX_COUNTY_MA,
2035,3600,MA,01826,ESSEX_COUNTY_MA,
2036,3601,MA,01940,ESSEX_COUNTY_MA,
2037,3602,MA,01203,BERKSHIRE_COUNTY_MA,
2038,3606,MA,02465,MIDDLESEX_COUNTY_MA,
2039,3607,MA,02131,SUFFOLK_COUNTY_MA,
2040,3609,MA,01854,MIDDLESEX_COUNTY_MA,
2041,3610,MA,01721,MIDDLESEX_COUNTY_MA,
2042,3614,MA,01436,WORCESTER_COUNTY_MA,
2043,3615,MA,01463,MIDDLESEX_COUNTY_MA,
2044,3616,MA,02138,MIDDLESEX_COUNTY_MA,
2045,3617,MA,01519,WORCESTER_COUNTY_MA,
2046,3618,MA,01002,FRANKLIN_COUNTY_MA,
2048,3620,MA,02122,SUFFOLK_COUNTY_MA,
2049,3621,MA,02120,SUFFOLK_COUNTY_MA,
2050,3623,MA,01089,HAMPDEN_COUNTY_MA,
2051,3627,MA,02118,SUFFOLK_COUNTY_MA,
2053,3629,MA,02120,SUFFOLK_COUNTY_MA,
2054,3630,MA,02495,MIDDLESEX_COUNTY_MA,
2055,3631,MA,02125,SUFFOLK_COUNTY_MA,
2057,3634,MA,02124,SUFFOLK_COUNTY_MA,
2058,3635,MA,02206,SUFFOLK_COUNTY_MA,
2059,3636,MA,01069,HAMPDEN_COUNTY_MA,
2060,3637,MA,01460,MIDDLESEX_COUNTY_MA,
2061,3638,MA,02151,SUFFOLK_COUNTY_MA,
2064,3641,MA,01588,WORCESTER_COUNTY_MA,
2065,3642,MA,01913,ESSEX_COUNTY_MA,
2066,3643,MA,01983,ESSEX_COUNTY_MA,
2067,3644,MA,01095,HAMPDEN_COUNTY_MA,
2068,3645,MA,02151,SUFFOLK_COUNTY_MA,
2069,3646,MA,01059,FRANKLIN_COUNTY_MA,
2071,3648,MA,01851,MIDDLESEX_COUNTY_MA,
2072,3649,MA,01028,HAMPDEN_COUNTY_MA,
2075,3652,MA,02144,MIDDLESEX_COUNTY_MA,
2077,3655,MA,01151,HAMPDEN_COUNTY_MA,
2078,3659,MA,01752,MIDDLESEX_COUNTY_MA,
2079,3660,MA,01867,MIDDLESEX_COUNTY_MA,
2080,3661,MA,01721,MIDDLESEX_COUNTY_MA,
2081,3662,MA,01754,MIDDLESEX_COUNTY_MA,
2082,3663,MA,01905,ESSEX_COUNTY_MA,
2083,3664,MA,02217,SUFFOLK_COUNTY_MA,
2086,3668,MA,01069,HAMPDEN_COUNTY_MA,
2089,3673,MA,01965,ESSEX_COUNTY_MA,
2090,3674,MA,02117,SUFFOLK_COUNTY_MA,
2091,3675,MA,02460,MIDDLESEX_COUNTY_MA,
2093,3678,MA,01041,HAMPDEN_COUNTY_MA,
2094,3681,MA,01440,WORCESTER_COUNTY_MA,
2096,3683,MA,01730,MIDDLESEX_COUNTY_MA,
2097,3684,MA,02121,SUFFOLK_COUNTY_MA,
2098,3685,MA,01028,HAMPDEN_COUNTY_MA,
2099,3687,MA,01742,MIDDLESEX_COUNTY_MA,
2100,3688,MA,01054,FRANKLIN_COUNTY_MA,
2101,3692,MA,02283,SUFFOLK_COUNTY_MA,
2103,3695,MA,01603,WORCESTER_COUNTY_MA,
2104,3696,MA,02134,SUFFOLK_COUNTY_MA,
2106,3698,MA,01835,ESSEX_COUNTY_MA,
2107,3699,MA,01841,ESSEX_COUNTY_MA,
2108,3700,MA,01844,ESSEX_COUNTY_MA,
2109,3701,MA,01077,HAMPDEN_COUNTY_MA,
2110,3703,MA,01610,WORCESTER_COUNTY_MA,
2111,3704,MA,01936,ESSEX_COUNTY_MA,
2112,3705,MA,01041,HAMPDEN_COUNTY_MA,
2114,3707,MA,02124,SUFFOLK_COUNTY_MA,
2115,3708,MA,01961,ESSEX_COUNTY_MA,
2118,3714,MA,01202,BERKSHIRE_COUNTY_MA,
2119,3716,MA,02139,MIDDLESEX_COUNTY_MA,
2120,3717,MA,02459,MIDDLESEX_COUNTY_MA,
2123,3722,MA,01880,MIDDLESEX_COUNTY_MA,
2124,3723,MA,01453,WORCESTER_COUNTY_MA,
2127,3727,MA,01520,WORCESTER_COUNTY_MA,
2128,3728,MA,02156,MIDDLESEX_COUNTY_MA,
2129,3729,MA,01810,ESSEX_COUNTY_MA,
2131,3731,MA,02143,MIDDLESEX_COUNTY_MA,
2132,3732,MA,01965,ESSEX_COUNTY_MA,
2134,3735,MA,01107,HAMPDEN_COUNTY_MA,
2136,3739,MA,01011,HAMPDEN_COUNTY_MA,
2137,3741,MA,01223,HAMPDEN_COUNTY_MA,
2138,3742,MA,01453,WORCESTER_COUNTY_MA,
2139,3743,MA,02125,SUFFOLK_COUNTY_MA,
2141,3745,MA,01420,WORCESTER_COUNTY_MA,
2144,3751,MA,02212,SUFFOLK_COUNTY_MA,
2145,3752,MA,01907,ESSEX_COUNTY_MA,
2146,3753,MA,01902,ESSEX_COUNTY_MA,
2147,3754,MA,01803,MIDDLESEX_COUNTY_MA,
2148,3755,MA,01540,WORCESTER_COUNTY_MA,
2152,3761,MA,01588,WORCESTER_COUNTY_MA,
2153,3763,MA,01905,ESSEX_COUNTY_MA,
2154,3764,MA,02421,MIDDLESEX_COUNTY_MA,
2158,3769,MA,01571,WORCESTER_COUNTY_MA,
2162,3779,MA,01876,ESSEX_COUNTY_MA,
2163,3781,MA,01754,MIDDLESEX_COUNTY_MA,
2166,3789,MA,01845,ESSEX_COUNTY_MA,
2167,3791,MA,01520,WORCESTER_COUNTY_MA,
2168,3794,MA,01832,ESSEX_COUNTY_MA,
2169,3795,MA,01854,MIDDLESEX_COUNTY_MA,
2172,3800,MA,02117,SUFFOLK_COUNTY_MA,
2173,3801,MA,02454,MIDDLESEX_COUNTY_MA,
2174,3805,MA,01543,WORCESTER_COUNTY_MA,
2175,3813,MA,01610,WORCESTER_COUNTY_MA,
2177,3818,MA,02152,SUFFOLK_COUNTY_MA,
2178,3819,MA,01420,WORCESTER_COUNTY_MA,
2179,3820,MA,02479,MIDDLESEX_COUNTY_MA,
2181,3823,MA,01901,ESSEX_COUNTY_MA,
2182,3825,MA,01420,WORCESTER_COUNTY_MA,
2184,3827,MA,01609,WORCESTER_COUNTY_MA,
2185,3829,MA,01609,WORCESTER_COUNTY_MA,
2187,3836,MA,02204,SUFFOLK_COUNTY_MA,
2189,3838,MA,01864,MIDDLESEX_COUNTY_MA,
2190,3839,MA,01028,HAMPDEN_COUNTY_MA,
2191,3843,MA,01604,WORCESTER_COUNTY_MA,
2192,3846,MA,01059,FRANKLIN_COUNTY_MA,
2193,3849,MA,01950,ESSEX_COUNTY_MA,
2194,3851,MA,01805,MIDDLESEX_COUNTY_MA,
2196,3853,MA,01028,HAMPDEN_COUNTY_MA,
2197,3855,MA,01748,MIDDLESEX_COUNTY_MA,
2198,3856,MA,01118,HAMPDEN_COUNTY_MA,
2199,3858,MA,01440,WORCESTER_COUNTY_MA,
2203,3863,MA,01468,WORCESTER_COUNTY_MA,
2204,3864,MA,01945,ESSEX_COUNTY_MA,
2206,3866,MA,01541,WORCESTER_COUNTY_MA,
2207,3868,MA,01116,HAMPDEN_COUNTY_MA,
2209,3870,MA,01970,ESSEX_COUNTY_MA,
2210,3871,MA,01475,WORCESTER_COUNTY_MA,
2213,3875,MA,02145,MIDDLESEX_COUNTY_MA,
2214,3876,MA,01570,WORCESTER_COUNTY_MA,
2215,3877,MA,01851,MIDDLESEX_COUNTY_MA,
2216,3878,MA,01453,WORCESTER_COUNTY_MA,
2218,3880,MA,01075,HAMPSHIRE_COUNTY_MA,
2219,3882,MA,01945,ESSEX_COUNTY_MA,
2220,3885,MA,01945,ESSEX_COUNTY_MA,
2221,3886,MA,01845,ESSEX_COUNTY_MA,
2222,3887,MA,01453,WORCESTER_COUNTY_MA,
2223,3888,MA,01835,ESSEX_COUNTY_MA,
2225,3890,MA,01752,MIDDLESEX_COUNTY_MA,
2226,3891,MA,01527,WORCESTER_COUNTY_MA,
2228,3893,MA,01746,MIDDLESEX_COUNTY_MA,
2229,3894,MA,02156,MIDDLESEX_COUNTY_MA,
2230,3895,MA,01201,BERKSHIRE_COUNTY_MA,
2231,3896,MA,01705,MIDDLESEX_COUNTY_MA,
2233,3898,MA,02155,MIDDLESEX_COUNTY_MA,
2235,3901,MA,01013,HAMPDEN_COUNTY_MA,
2236,3902,MA,01033,HAMPSHIRE_COUNTY_MA,
2237,3903,MA,02493,MIDDLESEX_COUNTY_MA,
2239,3905,MA,02461,MIDDLESEX_COUNTY_MA,
2240,3906,MA,01138,HAMPDEN_COUNTY_MA,
2241,3907,MA,02155,MIDDLESEX_COUNTY_MA,
2242,3908,MA,01610,WORCESTER_COUNTY_MA,
2243,3909,MA,02180,MIDDLESEX_COUNTY_MA,
2244,3910,MA,01876,ESSEX_COUNTY_MA,
2246,3912,MA,01853,MIDDLESEX_COUNTY_MA,
2248,3914,MA,01887,MIDDLESEX_COUNTY_MA,
2249,3915,MA,01610,WORCESTER_COUNTY_MA,
2250,3916,MA,01057,HAMPDEN_COUNTY_MA,
2253,3919,MA,01832,ESSEX_COUNTY_MA,
2255,3921,MA,02420,MIDDLESEX_COUNTY_MA,
2256,3923,MA,02454,MIDDLESEX_COUNTY_MA,
2257,3925,MA,01612,WORCESTER_COUNTY_MA,
2258,3926,MA,01746,MIDDLESEX_COUNTY_MA,
2259,3927,MA,02122,SUFFOLK_COUNTY_MA,
2260,3928,MA,02127,SUFFOLK_COUNTY_MA,
2261,3931,MA,01253,BERKSHIRE_COUNTY_MA,
2263,3933,MA,02121,SUFFOLK_COUNTY_MA,
2264,3934,MA,01876,ESSEX_COUNTY_MA,
2265,3935,MA,01757,WORCESTER_COUNTY_MA,
2266,3936,MA,02127,SUFFOLK_COUNTY_MA,
2269,3939,MA,01092,WORCESTER_COUNTY_MA,
2272,3942,MA,01360,FRANKLIN_COUNTY_MA,
2273,3945,MA,01230,BERKSHIRE_COUNTY_MA,
2275,3947,MA,01886,MIDDLESEX_COUNTY_MA,
2276,3949,MA,01950,ESSEX_COUNTY_MA,
2278,3951,MA,01420,WORCESTER_COUNTY_MA,
2279,3952,MA,01901,ESSEX_COUNTY_MA,
2282,3956,MA,02119,SUFFOLK_COUNTY_MA,
2283,3957,MA,01971,ESSEX_COUNTY_MA,
2284,3958,MA,01907,ESSEX_COUNTY_MA,
2285,3959,MA,01096,HAMPSHIRE_COUNTY_MA,
2286,3960,MA,01850,MIDDLESEX_COUNTY_MA,
2287,3961,MA,02118,SUFFOLK_COUNTY_MA,
2288,3962,MA,01703,MIDDLESEX_COUNTY_MA,
2289,3963,MA,01776,MIDDLESEX_COUNTY_MA,
2290,3964,MA,01108,HAMPDEN_COUNTY_MA,
2292,3968,MA,01004,FRANKLIN_COUNTY_MA,
2296,3974,MA,01748,MIDDLESEX_COUNTY_MA,
2297,3975,MA,01604,WORCESTER_COUNTY_MA,
2298,3976,MA,01602,WORCESTER_COUNTY_MA,
2300,3979,MA,01227,BERKSHIRE_COUNTY_MA,
2301,3981,MA,01236,BERKSHIRE_COUNTY_MA,
2302,3982,MA,01749,MIDDLESEX_COUNTY_MA,
2303,3983,MA,01862,MIDDLESEX_COUNTY_MA,
2304,3985,MA,02119,SUFFOLK_COUNTY_MA,
2305,3986,MA,01960,ESSEX_COUNTY_MA,
2307,3988,MA,01880,MIDDLESEX_COUNTY_MA,
2308,3989,MA,01852,MIDDLESEX_COUNTY_MA,
2309,3990,MA,02134,SUFFOLK_COUNTY_MA,
2310,3991,MA,01757,WORCESTER_COUNTY_MA,
2311,3992,MA,01752,MIDDLESEX_COUNTY_MA,
2313,3995,MA,01473,WORCESTER_COUNTY_MA,
2314,3996,MA,02131,SUFFOLK_COUNTY_MA,
2320,4002,MA,01245,BERKSHIRE_COUNTY_MA,
2321,4003,MA,02119,SUFFOLK_COUNTY_MA,
2323,4007,MA,02468,MIDDLESEX_COUNTY_MA,
2325,4009,MA,01453,WORCESTER_COUNTY_MA,
2326,4010,MA,01021,HAMPDEN_COUNTY_MA,
2327,4011,MA,01041,HAMPDEN_COUNTY_MA,
2330,4016,MA,01453,WORCESTER_COUNTY_MA,
2331,4019,MA,01749,MIDDLESEX_COUNTY_MA,
2332,4025,MA,01105,HAMPDEN_COUNTY_MA,
2333,4045,MA,02134,SUFFOLK_COUNTY_MA,
2334,4046,MA,02124,SUFFOLK_COUNTY_MA,
2335,4047,MA,01749,MIDDLESEX_COUNTY_MA,
2336,4048,MA,01050,HAMPSHIRE_COUNTY_MA,
2337,4049,MA,01803,MIDDLESEX_COUNTY_MA,
2338,4050,MA,02156,MIDDLESEX_COUNTY_MA,
2339,4051,MA,01036,HAMPDEN_COUNTY_MA,
2340,4052,MA,02127,SUFFOLK_COUNTY_MA,
2344,4059,MA,02148,MIDDLESEX_COUNTY_MA,
2345,4061,MA,02460,MIDDLESEX_COUNTY_MA,
2346,4062,MA,02139,MIDDLESEX_COUNTY_MA,
2348,4064,MA,02126,SUFFOLK_COUNTY_MA,
2349,4065,MA,02040,PLYMOUTH_COUNTY_MA,
2350,4066,MA,02131,SUFFOLK_COUNTY_MA,
2351,4067,MA,01612,WORCESTER_COUNTY_MA,
2352,4068,MA,01749,MIDDLESEX_COUNTY_MA,
2353,4069,MA,01108,HAMPDEN_COUNTY_MA,
2354,4070,MA,01604,WORCESTER_COUNTY_MA,
2355,4071,MA,01453,WORCESTER_COUNTY_MA,
2356,4072,MA,01118,HAMPDEN_COUNTY_MA,
2357,4073,MA,01522,WORCESTER_COUNTY_MA,
2358,4074,MA,01060,HAMPSHIRE_COUNTY_MA,
2359,4075,MA,01960,ESSEX_COUNTY_MA,
2361,4077,MA,01840,ESSEX_COUNTY_MA,
2363,4079,MA,01832,ESSEX_COUNTY_MA,
2364,4080,MA,01602,WORCESTER_COUNTY_MA,
2366,4082,MA,01102,HAMPDEN_COUNTY_MA,
2367,4083,MA,01102,HAMPDEN_COUNTY_MA,
2368,4084,MA,02176,MIDDLESEX_COUNTY_MA,
2369,4085,MA,01815,MIDDLESEX_COUNTY_MA,
2371,4087,MA,01770,MIDDLESEX_COUNTY_MA,
2372,4088,MA,01073,HAMPSHIRE_COUNTY_MA,
2373,4089,MA,01453,WORCESTER_COUNTY_MA,
2374,4090,MA,01863,MIDDLESEX_COUNTY_MA,
2375,4091,MA,01970,ESSEX_COUNTY_MA,
2377,4093,MA,01850,MIDDLESEX_COUNTY_MA,
2378,4096,MA,02479,MIDDLESEX_COUNTY_MA,
2380,4100,MA,01570,WORCESTER_COUNTY_MA,
2381,4103,MA,01453,WORCESTER_COUNTY_MA,
2385,4110,MA,01119,HAMPDEN_COUNTY_MA,
2386,4111,MA,01776,MIDDLESEX_COUNTY_MA,
2387,4112,MA,01701,MIDDLESEX_COUNTY_MA,
2389,4114,MA,01610,WORCESTER_COUNTY_MA,
2390,4115,MA,01950,ESSEX_COUNTY_MA,
2391,4116,MA,01585,WORCESTER_COUNTY_MA,
2392,4117,MA,01570,WORCESTER_COUNTY_MA,
2393,4118,MA,02459,MIDDLESEX_COUNTY_MA,
2394,4119,MA,01615,WORCESTER_COUNTY_MA,
2395,4120,MA,01059,FRANKLIN_COUNTY_MA,
2396,4121,MA,01867,MIDDLESEX_COUNTY_MA,
2400,4125,MA,02461,MIDDLESEX_COUNTY_MA,
2401,4126,MA,01431,MIDDLESEX_COUNTY_MA,
2402,4127,MA,02148,MIDDLESEX_COUNTY_MA,
2403,4128,MA,02465,MIDDLESEX_COUNTY_MA,
2405,4131,MA,01603,WORCESTER_COUNTY_MA,
2406,4132,MA,01085,HAMPDEN_COUNTY_MA,
2409,4136,MA,02126,SUFFOLK_COUNTY_MA,
2410,4140,MA,01453,WORCESTER_COUNTY_MA,
2415,4146,MA,01906,ESSEX_COUNTY_MA,
2416,4148,MA,01889,MIDDLESEX_COUNTY_MA,
2419,4151,MA,01902,ESSEX_COUNTY_MA,
2420,4153,MA,01815,MIDDLESEX_COUNTY_MA,
2422,4156,MA,02127,SUFFOLK_COUNTY_MA,
2423,4157,MA,01862,MIDDLESEX_COUNTY_MA,
2424,4158,MA,01270,BERKSHIRE_COUNTY_MA,
2426,4160,MA,01844,ESSEX_COUNTY_MA,
