,household_id,state_code_str,zip_code,county_str
87,292,ME,04774,AROOSTOOK_COUNTY_ME
88,293,ME,04074,CUMBERLAND_COUNTY_ME
89,294,ME,04772,AROOSTOOK_COUNTY_ME
90,296,ME,04005,YORK_COUNTY_ME
91,300,ME,04082,CUMBERLAND_COUNTY_ME
92,301,ME,04211,ANDROSCOGGIN_COUNTY_ME
93,302,ME,04530,SAGADAHOC_COUNTY_ME
94,312,ME,04605,HANCOCK_COUNTY_ME
95,316,ME,04240,ANDROSCOGGIN_COUNTY_ME
96,317,ME,04112,CUMBERLAND_COUNTY_ME
97,325,ME,04363,KENNEBEC_COUNTY_ME
98,327,ME,04122,CUMBERLAND_COUNTY_ME
99,330,ME,04038,CUMBERLAND_COUNTY_ME
100,332,ME,04030,YORK_COUNTY_ME
101,334,ME,04107,CUMBERLAND_COUNTY_ME
102,340,ME,04096,CUMBERLAND_COUNTY_ME
103,341,ME,04014,YORK_COUNTY_ME
104,343,ME,04640,HANCOCK_COUNTY_ME
105,346,ME,04084,CUMBERLAND_COUNTY_ME
106,351,ME,04106,CUMBERLAND_COUNTY_ME
107,353,ME,04760,AROOSTOOK_COUNTY_ME
108,355,ME,04773,AROOSTOOK_COUNTY_ME
109,364,ME,04072,YORK_COUNTY_ME
110,365,ME,04864,KNOX_COUNTY_ME
111,370,ME,04426,PISCATAQUIS_COUNTY_ME
112,371,ME,04472,HANCOCK_COUNTY_ME
113,424,ME,04901,KENNEBEC_COUNTY_ME
114,437,ME,04043,YORK_COUNTY_ME
115,472,ME,04241,ANDROSCOGGIN_COUNTY_ME
116,475,ME,04116,CUMBERLAND_COUNTY_ME
117,489,ME,04005,YORK_COUNTY_ME
118,495,ME,04609,HANCOCK_COUNTY_ME
119,498,ME,04289,OXFORD_COUNTY_ME
120,499,ME,04963,KENNEBEC_COUNTY_ME
121,506,ME,04037,OXFORD_COUNTY_ME
122,543,ME,04479,PISCATAQUIS_COUNTY_ME
123,548,ME,03901,YORK_COUNTY_ME
124,570,ME,04972,WALDO_COUNTY_ME
125,571,ME,04401,PENOBSCOT_COUNTY_ME
126,582,ME,04027,YORK_COUNTY_ME
127,591,ME,04609,HANCOCK_COUNTY_ME
128,592,ME,04076,YORK_COUNTY_ME
129,600,ME,04072,YORK_COUNTY_ME
130,613,ME,04007,YORK_COUNTY_ME
131,618,ME,04074,CUMBERLAND_COUNTY_ME
132,630,ME,04270,OXFORD_COUNTY_ME
133,683,ME,04402,PENOBSCOT_COUNTY_ME
134,685,ME,04038,CUMBERLAND_COUNTY_ME
135,691,ME,03907,YORK_COUNTY_ME
136,715,ME,04974,WALDO_COUNTY_ME
137,731,ME,04630,WASHINGTON_COUNTY_ME
138,732,ME,03901,YORK_COUNTY_ME
139,738,ME,04105,CUMBERLAND_COUNTY_ME
140,749,ME,04982,FRANKLIN_COUNTY_ME
141,768,ME,04544,LINCOLN_COUNTY_ME
142,778,ME,04479,PISCATAQUIS_COUNTY_ME
143,796,ME,04093,YORK_COUNTY_ME
144,799,ME,04786,AROOSTOOK_COUNTY_ME
145,812,ME,04287,SAGADAHOC_COUNTY_ME
146,813,ME,04487,PENOBSCOT_COUNTY_ME
147,322,ME,04280,ANDROSCOGGIN_COUNTY_ME
148,339,ME,04605,HANCOCK_COUNTY_ME
149,379,ME,04675,HANCOCK_COUNTY_ME
150,390,ME,04212,ANDROSCOGGIN_COUNTY_ME
151,391,ME,04070,CUMBERLAND_COUNTY_ME
152,402,ME,04572,LINCOLN_COUNTY_ME
153,407,ME,04344,KENNEBEC_COUNTY_ME
154,413,ME,04072,YORK_COUNTY_ME
155,419,ME,04416,HANCOCK_COUNTY_ME
156,421,ME,04330,KENNEBEC_COUNTY_ME
157,426,ME,04222,ANDROSCOGGIN_COUNTY_ME
158,442,ME,04763,AROOSTOOK_COUNTY_ME
159,444,ME,04468,PENOBSCOT_COUNTY_ME
160,445,ME,04055,CUMBERLAND_COUNTY_ME
161,464,ME,04987,WALDO_COUNTY_ME
162,465,ME,04756,AROOSTOOK_COUNTY_ME
163,468,ME,04928,PENOBSCOT_COUNTY_ME
164,505,ME,04008,SAGADAHOC_COUNTY_ME
165,544,ME,04786,AROOSTOOK_COUNTY_ME
166,565,ME,04241,ANDROSCOGGIN_COUNTY_ME
167,686,ME,04922,WALDO_COUNTY_ME
168,706,ME,04106,CUMBERLAND_COUNTY_ME
169,727,ME,04256,ANDROSCOGGIN_COUNTY_ME
170,753,ME,04472,HANCOCK_COUNTY_ME
171,757,ME,04938,FRANKLIN_COUNTY_ME
172,758,ME,04096,CUMBERLAND_COUNTY_ME
173,766,ME,04048,YORK_COUNTY_ME
174,773,ME,04938,FRANKLIN_COUNTY_ME
175,777,ME,04039,CUMBERLAND_COUNTY_ME
176,792,ME,04073,YORK_COUNTY_ME
177,8,ME,04411,PENOBSCOT_COUNTY_ME
178,19,ME,04096,CUMBERLAND_COUNTY_ME
179,20,ME,04901,KENNEBEC_COUNTY_ME
180,36,ME,04029,CUMBERLAND_COUNTY_ME
181,75,ME,04850,WALDO_COUNTY_ME
182,80,ME,04073,YORK_COUNTY_ME
183,99,ME,04011,CUMBERLAND_COUNTY_ME
184,138,ME,04062,CUMBERLAND_COUNTY_ME
185,148,ME,04363,KENNEBEC_COUNTY_ME
186,241,ME,04530,SAGADAHOC_COUNTY_ME
187,290,ME,04978,SOMERSET_COUNTY_ME
188,378,ME,04354,WALDO_COUNTY_ME
189,418,ME,04084,CUMBERLAND_COUNTY_ME
190,477,ME,04103,CUMBERLAND_COUNTY_ME
191,482,ME,04578,LINCOLN_COUNTY_ME
192,488,ME,04070,CUMBERLAND_COUNTY_ME
193,493,ME,04416,HANCOCK_COUNTY_ME
194,503,ME,04259,KENNEBEC_COUNTY_ME
195,519,ME,04086,SAGADAHOC_COUNTY_ME
196,526,ME,04911,SOMERSET_COUNTY_ME
197,527,ME,04074,CUMBERLAND_COUNTY_ME
198,528,ME,04033,CUMBERLAND_COUNTY_ME
199,533,ME,04090,YORK_COUNTY_ME
200,554,ME,04124,CUMBERLAND_COUNTY_ME
201,559,ME,04655,WASHINGTON_COUNTY_ME
202,580,ME,04841,KNOX_COUNTY_ME
203,593,ME,04103,CUMBERLAND_COUNTY_ME
204,595,ME,04614,HANCOCK_COUNTY_ME
205,596,ME,04212,ANDROSCOGGIN_COUNTY_ME
206,614,ME,04953,PENOBSCOT_COUNTY_ME
207,635,ME,04402,PENOBSCOT_COUNTY_ME
208,636,ME,04640,HANCOCK_COUNTY_ME
209,647,ME,04402,PENOBSCOT_COUNTY_ME
210,716,ME,04428,PENOBSCOT_COUNTY_ME
211,798,ME,04103,CUMBERLAND_COUNTY_ME
212,806,ME,04088,OXFORD_COUNTY_ME
213,834,ME,04054,YORK_COUNTY_ME
214,835,ME,04217,OXFORD_COUNTY_ME
215,836,ME,04082,CUMBERLAND_COUNTY_ME
216,12,ME,04469,PENOBSCOT_COUNTY_ME
217,29,ME,04963,KENNEBEC_COUNTY_ME
218,33,ME,04624,HANCOCK_COUNTY_ME
219,35,ME,04772,AROOSTOOK_COUNTY_ME
220,41,ME,04605,HANCOCK_COUNTY_ME
221,73,ME,04002,YORK_COUNTY_ME
222,74,ME,04861,KNOX_COUNTY_ME
223,76,ME,04039,CUMBERLAND_COUNTY_ME
224,78,ME,03903,YORK_COUNTY_ME
225,79,ME,04260,CUMBERLAND_COUNTY_ME
226,98,ME,04073,YORK_COUNTY_ME
227,104,ME,04605,HANCOCK_COUNTY_ME
228,107,ME,04280,ANDROSCOGGIN_COUNTY_ME
229,110,ME,04358,KENNEBEC_COUNTY_ME
230,111,ME,04038,CUMBERLAND_COUNTY_ME
231,129,ME,04434,PENOBSCOT_COUNTY_ME
232,134,ME,04240,ANDROSCOGGIN_COUNTY_ME
233,139,ME,04614,HANCOCK_COUNTY_ME
234,157,ME,04103,CUMBERLAND_COUNTY_ME
235,172,ME,04976,SOMERSET_COUNTY_ME
236,173,ME,04241,ANDROSCOGGIN_COUNTY_ME
237,189,ME,04287,SAGADAHOC_COUNTY_ME
238,199,ME,04957,SOMERSET_COUNTY_ME
239,226,ME,04281,OXFORD_COUNTY_ME
240,232,ME,04054,YORK_COUNTY_ME
241,255,ME,04071,CUMBERLAND_COUNTY_ME
242,287,ME,04073,YORK_COUNTY_ME
243,289,ME,04072,YORK_COUNTY_ME
244,314,ME,04957,SOMERSET_COUNTY_ME
245,315,ME,04039,CUMBERLAND_COUNTY_ME
246,321,ME,04123,CUMBERLAND_COUNTY_ME
247,324,ME,04079,CUMBERLAND_COUNTY_ME
248,326,ME,03901,YORK_COUNTY_ME
249,337,ME,04079,CUMBERLAND_COUNTY_ME
250,345,ME,04086,SAGADAHOC_COUNTY_ME
251,347,ME,04428,PENOBSCOT_COUNTY_ME
252,352,ME,04862,KNOX_COUNTY_ME
253,354,ME,04083,YORK_COUNTY_ME
254,356,ME,04103,CUMBERLAND_COUNTY_ME
255,375,ME,04243,ANDROSCOGGIN_COUNTY_ME
256,376,ME,04021,CUMBERLAND_COUNTY_ME
257,377,ME,04786,AROOSTOOK_COUNTY_ME
258,380,ME,04411,PENOBSCOT_COUNTY_ME
259,382,ME,04116,CUMBERLAND_COUNTY_ME
260,394,ME,04086,SAGADAHOC_COUNTY_ME
261,400,ME,04039,CUMBERLAND_COUNTY_ME
262,401,ME,04046,YORK_COUNTY_ME
263,414,ME,04426,PISCATAQUIS_COUNTY_ME
264,420,ME,04062,CUMBERLAND_COUNTY_ME
265,422,ME,03901,YORK_COUNTY_ME
266,425,ME,04578,LINCOLN_COUNTY_ME
267,427,ME,04355,KENNEBEC_COUNTY_ME
268,436,ME,04351,KENNEBEC_COUNTY_ME
269,439,ME,04007,YORK_COUNTY_ME
270,440,ME,04346,KENNEBEC_COUNTY_ME
271,441,ME,04950,SOMERSET_COUNTY_ME
272,446,ME,04351,KENNEBEC_COUNTY_ME
273,447,ME,04865,KNOX_COUNTY_ME
274,448,ME,04401,PENOBSCOT_COUNTY_ME
275,466,ME,04903,KENNEBEC_COUNTY_ME
276,467,ME,04364,KENNEBEC_COUNTY_ME
277,490,ME,04572,LINCOLN_COUNTY_ME
278,492,ME,04004,YORK_COUNTY_ME
279,494,ME,04043,YORK_COUNTY_ME
280,504,ME,04468,PENOBSCOT_COUNTY_ME
281,513,ME,04953,PENOBSCOT_COUNTY_ME
282,514,ME,04938,FRANKLIN_COUNTY_ME
283,530,ME,04073,YORK_COUNTY_ME
284,531,ME,04240,ANDROSCOGGIN_COUNTY_ME
285,532,ME,04265,KENNEBEC_COUNTY_ME
286,534,ME,04008,SAGADAHOC_COUNTY_ME
287,541,ME,04463,PISCATAQUIS_COUNTY_ME
288,545,ME,04002,YORK_COUNTY_ME
289,555,ME,04963,KENNEBEC_COUNTY_ME
290,556,ME,04107,CUMBERLAND_COUNTY_ME
291,557,ME,03906,YORK_COUNTY_ME
292,560,ME,04736,AROOSTOOK_COUNTY_ME
293,562,ME,04937,SOMERSET_COUNTY_ME
294,563,ME,04444,PENOBSCOT_COUNTY_ME
295,566,ME,04402,PENOBSCOT_COUNTY_ME
296,567,ME,04014,YORK_COUNTY_ME
297,572,ME,04092,CUMBERLAND_COUNTY_ME
298,573,ME,04123,CUMBERLAND_COUNTY_ME
299,574,ME,04086,SAGADAHOC_COUNTY_ME
300,577,ME,04093,YORK_COUNTY_ME
301,578,ME,04236,ANDROSCOGGIN_COUNTY_ME
302,579,ME,04578,LINCOLN_COUNTY_ME
303,581,ME,04963,KENNEBEC_COUNTY_ME
304,584,ME,04841,KNOX_COUNTY_ME
305,585,ME,04004,YORK_COUNTY_ME
306,586,ME,04915,WALDO_COUNTY_ME
307,587,ME,04924,SOMERSET_COUNTY_ME
308,588,ME,04259,KENNEBEC_COUNTY_ME
309,589,ME,04345,KENNEBEC_COUNTY_ME
310,590,ME,04779,AROOSTOOK_COUNTY_ME
311,597,ME,04578,LINCOLN_COUNTY_ME
312,598,ME,03909,YORK_COUNTY_ME
313,599,ME,04039,CUMBERLAND_COUNTY_ME
314,601,ME,04694,WASHINGTON_COUNTY_ME
315,602,ME,04086,SAGADAHOC_COUNTY_ME
316,603,ME,04353,LINCOLN_COUNTY_ME
317,604,ME,03907,YORK_COUNTY_ME
318,605,ME,04087,YORK_COUNTY_ME
319,608,ME,03909,YORK_COUNTY_ME
320,609,ME,04605,HANCOCK_COUNTY_ME
321,610,ME,04938,FRANKLIN_COUNTY_ME
322,612,ME,04073,YORK_COUNTY_ME
323,615,ME,04414,PISCATAQUIS_COUNTY_ME
324,616,ME,04479,PISCATAQUIS_COUNTY_ME
325,617,ME,04104,CUMBERLAND_COUNTY_ME
326,619,ME,04104,CUMBERLAND_COUNTY_ME
327,620,ME,04106,CUMBERLAND_COUNTY_ME
328,622,ME,04005,YORK_COUNTY_ME
329,623,ME,04079,CUMBERLAND_COUNTY_ME
330,624,ME,04243,ANDROSCOGGIN_COUNTY_ME
331,627,ME,03909,YORK_COUNTY_ME
332,632,ME,04280,ANDROSCOGGIN_COUNTY_ME
333,633,ME,04360,KENNEBEC_COUNTY_ME
334,637,ME,04257,OXFORD_COUNTY_ME
335,638,ME,04947,FRANKLIN_COUNTY_ME
336,639,ME,04336,KENNEBEC_COUNTY_ME
337,641,ME,04021,CUMBERLAND_COUNTY_ME
338,643,ME,04428,PENOBSCOT_COUNTY_ME
339,648,ME,04772,AROOSTOOK_COUNTY_ME
340,650,ME,04555,LINCOLN_COUNTY_ME
341,654,ME,04658,WASHINGTON_COUNTY_ME
342,672,ME,04210,ANDROSCOGGIN_COUNTY_ME
343,673,ME,04042,YORK_COUNTY_ME
344,676,ME,04730,AROOSTOOK_COUNTY_ME
345,677,ME,04268,OXFORD_COUNTY_ME
346,679,ME,04062,CUMBERLAND_COUNTY_ME
347,680,ME,04473,PENOBSCOT_COUNTY_ME
348,681,ME,04102,CUMBERLAND_COUNTY_ME
349,682,ME,04270,OXFORD_COUNTY_ME
350,684,ME,04443,PISCATAQUIS_COUNTY_ME
351,687,ME,04259,KENNEBEC_COUNTY_ME
352,692,ME,04332,KENNEBEC_COUNTY_ME
353,694,ME,04011,CUMBERLAND_COUNTY_ME
354,695,ME,04416,HANCOCK_COUNTY_ME
355,697,ME,03903,YORK_COUNTY_ME
356,698,ME,04022,OXFORD_COUNTY_ME
357,702,ME,04043,YORK_COUNTY_ME
358,703,ME,04401,PENOBSCOT_COUNTY_ME
359,705,ME,04654,WASHINGTON_COUNTY_ME
360,711,ME,04038,CUMBERLAND_COUNTY_ME
361,712,ME,04332,KENNEBEC_COUNTY_ME
362,713,ME,04095,YORK_COUNTY_ME
363,714,ME,04573,LINCOLN_COUNTY_ME
364,719,ME,04240,ANDROSCOGGIN_COUNTY_ME
365,720,ME,04223,ANDROSCOGGIN_COUNTY_ME
366,725,ME,04101,CUMBERLAND_COUNTY_ME
367,726,ME,04070,CUMBERLAND_COUNTY_ME
368,736,ME,04901,KENNEBEC_COUNTY_ME
369,739,ME,04927,KENNEBEC_COUNTY_ME
370,750,ME,04290,OXFORD_COUNTY_ME
371,751,ME,04073,YORK_COUNTY_ME
372,752,ME,04236,ANDROSCOGGIN_COUNTY_ME
373,754,ME,04743,AROOSTOOK_COUNTY_ME
374,755,ME,04281,OXFORD_COUNTY_ME
375,761,ME,04623,WASHINGTON_COUNTY_ME
376,762,ME,04974,WALDO_COUNTY_ME
377,763,ME,04072,YORK_COUNTY_ME
378,764,ME,04864,KNOX_COUNTY_ME
379,765,ME,04681,HANCOCK_COUNTY_ME
380,767,ME,04976,SOMERSET_COUNTY_ME
381,772,ME,04124,CUMBERLAND_COUNTY_ME
382,774,ME,04093,YORK_COUNTY_ME
383,775,ME,04694,WASHINGTON_COUNTY_ME
384,780,ME,04094,YORK_COUNTY_ME
385,781,ME,04107,CUMBERLAND_COUNTY_ME
386,782,ME,04062,CUMBERLAND_COUNTY_ME
387,783,ME,04103,CUMBERLAND_COUNTY_ME
388,784,ME,04116,CUMBERLAND_COUNTY_ME
389,785,ME,04270,OXFORD_COUNTY_ME
390,789,ME,04288,ANDROSCOGGIN_COUNTY_ME
391,790,ME,04345,KENNEBEC_COUNTY_ME
392,794,ME,04769,AROOSTOOK_COUNTY_ME
393,795,ME,04070,CUMBERLAND_COUNTY_ME
394,800,ME,04079,CUMBERLAND_COUNTY_ME
395,801,ME,04938,FRANKLIN_COUNTY_ME
396,808,ME,04471,AROOSTOOK_COUNTY_ME
397,823,ME,04038,CUMBERLAND_COUNTY_ME
398,824,ME,04860,KNOX_COUNTY_ME
399,825,ME,04938,FRANKLIN_COUNTY_ME
400,826,ME,04222,ANDROSCOGGIN_COUNTY_ME
401,828,ME,04038,CUMBERLAND_COUNTY_ME
402,830,ME,04973,WALDO_COUNTY_ME
403,831,ME,04076,YORK_COUNTY_ME
404,837,NH,03841,ROCKINGHAM_COUNTY_NH
405,840,NH,03825,STRAFFORD_COUNTY_NH
406,850,NH,03041,ROCKINGHAM_COUNTY_NH
407,852,NH,03779,GRAFTON_COUNTY_NH
408,863,NH,03443,CHESHIRE_COUNTY_NH
409,864,NH,03588,COOS_COUNTY_NH
410,865,NH,03103,HILLSBOROUGH_COUNTY_NH
411,867,NH,03042,ROCKINGHAM_COUNTY_NH
412,869,NH,03052,HILLSBOROUGH_COUNTY_NH
413,885,NH,03261,MERRIMACK_COUNTY_NH
414,889,NH,03756,GRAFTON_COUNTY_NH
415,890,NH,03076,HILLSBOROUGH_COUNTY_NH
416,891,NH,03055,HILLSBOROUGH_COUNTY_NH
417,897,NH,03102,HILLSBOROUGH_COUNTY_NH
418,898,NH,03062,HILLSBOROUGH_COUNTY_NH
419,899,NH,03570,COOS_COUNTY_NH
420,900,NH,03435,CHESHIRE_COUNTY_NH
421,901,NH,03861,STRAFFORD_COUNTY_NH
422,906,NH,03106,MERRIMACK_COUNTY_NH
423,907,NH,03229,MERRIMACK_COUNTY_NH
424,909,NH,03743,SULLIVAN_COUNTY_NH
425,915,NH,03087,ROCKINGHAM_COUNTY_NH
426,916,NH,03307,MERRIMACK_COUNTY_NH
427,918,NH,03802,ROCKINGHAM_COUNTY_NH
428,921,NH,03104,ROCKINGHAM_COUNTY_NH
429,923,NH,03062,HILLSBOROUGH_COUNTY_NH
430,925,NH,03036,ROCKINGHAM_COUNTY_NH
431,1268,NH,03038,ROCKINGHAM_COUNTY_NH
432,1281,NH,03054,HILLSBOROUGH_COUNTY_NH
433,1283,NH,03781,SULLIVAN_COUNTY_NH
434,1285,NH,03580,GRAFTON_COUNTY_NH
435,1291,NH,03833,ROCKINGHAM_COUNTY_NH
436,1292,NH,03743,SULLIVAN_COUNTY_NH
437,1294,NH,03108,HILLSBOROUGH_COUNTY_NH
438,1295,NH,03102,HILLSBOROUGH_COUNTY_NH
439,1296,NH,03777,GRAFTON_COUNTY_NH
440,1300,NH,03823,STRAFFORD_COUNTY_NH
441,1303,NH,03452,CHESHIRE_COUNTY_NH
442,1309,NH,03102,HILLSBOROUGH_COUNTY_NH
443,1310,NH,03269,BELKNAP_COUNTY_NH
444,1312,NH,03060,HILLSBOROUGH_COUNTY_NH
445,1318,NH,03435,CHESHIRE_COUNTY_NH
446,1320,NH,03111,HILLSBOROUGH_COUNTY_NH
447,1321,NH,03223,GRAFTON_COUNTY_NH
448,1322,NH,03063,HILLSBOROUGH_COUNTY_NH
449,1323,NH,03848,ROCKINGHAM_COUNTY_NH
450,1326,NH,03054,HILLSBOROUGH_COUNTY_NH
451,1329,NH,03229,MERRIMACK_COUNTY_NH
452,1330,NH,03053,ROCKINGHAM_COUNTY_NH
453,1332,NH,03041,ROCKINGHAM_COUNTY_NH
454,1340,NH,03866,STRAFFORD_COUNTY_NH
455,1341,NH,03108,HILLSBOROUGH_COUNTY_NH
456,1342,NH,03869,STRAFFORD_COUNTY_NH
457,1344,NH,03279,GRAFTON_COUNTY_NH
458,1345,NH,03102,HILLSBOROUGH_COUNTY_NH
459,1346,NH,03874,ROCKINGHAM_COUNTY_NH
460,1347,NH,03841,ROCKINGHAM_COUNTY_NH
461,1348,NH,03104,ROCKINGHAM_COUNTY_NH
462,1349,NH,03435,CHESHIRE_COUNTY_NH
463,1354,NH,03111,HILLSBOROUGH_COUNTY_NH
464,1355,NH,03307,MERRIMACK_COUNTY_NH
465,1356,NH,03064,HILLSBOROUGH_COUNTY_NH
466,1363,NH,03051,HILLSBOROUGH_COUNTY_NH
467,1366,NH,03833,ROCKINGHAM_COUNTY_NH
468,1369,NH,03222,GRAFTON_COUNTY_NH
469,1370,NH,03773,SULLIVAN_COUNTY_NH
470,1371,NH,03055,HILLSBOROUGH_COUNTY_NH
471,1374,NH,03087,ROCKINGHAM_COUNTY_NH
472,1376,NH,03079,ROCKINGHAM_COUNTY_NH
473,1377,NH,03782,SULLIVAN_COUNTY_NH
474,1378,NH,03052,HILLSBOROUGH_COUNTY_NH
475,1381,NH,03038,ROCKINGHAM_COUNTY_NH
476,1382,NH,03073,ROCKINGHAM_COUNTY_NH
477,1385,NH,03108,HILLSBOROUGH_COUNTY_NH
478,1391,NH,03225,BELKNAP_COUNTY_NH
479,1392,NH,03446,CHESHIRE_COUNTY_NH
480,1393,NH,03435,CHESHIRE_COUNTY_NH
481,1396,NH,03818,CARROLL_COUNTY_NH
482,1397,NH,03053,ROCKINGHAM_COUNTY_NH
483,1399,NH,03057,HILLSBOROUGH_COUNTY_NH
484,1400,NH,03833,ROCKINGHAM_COUNTY_NH
485,1401,NH,03755,GRAFTON_COUNTY_NH
486,1402,NH,03241,GRAFTON_COUNTY_NH
487,1403,NH,03106,MERRIMACK_COUNTY_NH
488,1405,NH,03055,HILLSBOROUGH_COUNTY_NH
489,1408,NH,03062,HILLSBOROUGH_COUNTY_NH
490,1409,NH,03076,HILLSBOROUGH_COUNTY_NH
491,1410,NH,03833,ROCKINGHAM_COUNTY_NH
492,1412,NH,03070,HILLSBOROUGH_COUNTY_NH
493,1413,NH,03833,ROCKINGHAM_COUNTY_NH
494,1414,NH,03042,ROCKINGHAM_COUNTY_NH
495,1417,NH,03073,ROCKINGHAM_COUNTY_NH
496,1419,NH,03110,HILLSBOROUGH_COUNTY_NH
497,1422,NH,03749,SULLIVAN_COUNTY_NH
498,1423,NH,03785,GRAFTON_COUNTY_NH
499,1426,NH,03229,MERRIMACK_COUNTY_NH
500,1429,NH,03108,HILLSBOROUGH_COUNTY_NH
501,1430,NH,03304,MERRIMACK_COUNTY_NH
502,1431,NH,03110,HILLSBOROUGH_COUNTY_NH
503,1436,NH,03053,ROCKINGHAM_COUNTY_NH
504,1442,NH,03053,ROCKINGHAM_COUNTY_NH
505,1443,NH,03106,MERRIMACK_COUNTY_NH
506,1444,NH,03101,HILLSBOROUGH_COUNTY_NH
507,1445,NH,03051,HILLSBOROUGH_COUNTY_NH
508,1448,NH,03811,ROCKINGHAM_COUNTY_NH
509,1449,NH,03076,HILLSBOROUGH_COUNTY_NH
510,1450,NH,03106,MERRIMACK_COUNTY_NH
511,1451,NH,03825,STRAFFORD_COUNTY_NH
512,1452,NH,03833,ROCKINGHAM_COUNTY_NH
513,1455,NH,03062,HILLSBOROUGH_COUNTY_NH
