STATE,AREA,COUNTY_ZIP3
MO,1,Harrison
MO,1,Daviess
MO,1,Caldwell
MO,1,Ray
MO,1,Mercer
MO,1,Grundy
MO,1,Livingston
MO,1,Carroll
MO,2,Putnam
MO,2,Sullivan
MO,2,Linn
MO,2,Schuyler
MO,2,Adair
MO,2,Macon
MO,2,Scotland
MO,2,Knox
MO,2,Shelby
MO,2,Clark
MO,2,Lewis
MO,2,Marion
MO,2,Ralls
MO,2,Pike
MO,3,Platte
MO,3,Clay
MO,3,Jackson
MO,3,Cass
MO,4,Bates
MO,4,Vernon
MO,4,Lafayette
MO,4,Johnson
MO,4,Henry
MO,4,St. Clair
MO,4,Saline
MO,4,Pettis
MO,4,Benton
MO,5,Chariton
MO,5,Randolph
MO,5,Monroe
MO,5,Howard
MO,5,Boone
MO,5,Audrain
MO,5,Cooper
MO,5,Morgan
MO,5,Camden
MO,5,Moniteau
MO,5,Cole
MO,5,Miller
MO,5,Callaway
MO,5,Osage
MO,5,Maries
MO,5,Montgomery
MO,5,Gasconade
MO,6,Lincoln
MO,6,Warren
MO,6,St. Charles
MO,6,St. Louis
MO,6,St. Louis City
MO,6,Franklin
MO,6,Jefferson
MO,6,Washington
MO,6,St. Francois
MO,6,Ste. Genevieve
MO,7,Barton
MO,7,Jasper
MO,7,Newton
MO,7,McDonald
MO,8,Cedar
MO,8,Dade
MO,8,Lawrence
MO,8,Barry
MO,8,Hickory
MO,8,Polk
MO,8,Greene
MO,8,Christian
MO,8,Stone
MO,8,Taney
MO,8,Dallas
MO,8,Laclede
MO,8,Webster
MO,8,Wright
MO,8,Douglas
MO,8,Ozark
MO,9,Pulaski
MO,9,Phelps
MO,9,Crawford
MO,9,Texas
MO,9,Dent
MO,9,Reynolds
MO,9,Iron
MO,9,Shannon
MO,9,Carter
MO,9,Howell
MO,9,Oregon
MO,9,Ripley
MO,10,Perry
MO,10,Madison
MO,10,Bollinger
MO,10,Cape Girardeau
MO,10,Wayne
MO,10,Butler
MO,10,Stoddard
MO,10,Scott
MO,10,Mississippi
MO,10,New Madrid
MO,10,Pemiscot
MO,10,Dunklin
MS,1,Tunica
MS,1,Tate
MS,1,Marshall
MS,1,DeSoto
MS,2,Benton
MS,2,Tippah
MS,2,Union
MS,2,Pontotoc
MS,2,Lee
MS,2,Itawamba
MS,3,Warren
MS,3,Madison
MS,3,Hinds
MS,3,Rankin
MS,3,Copiah
MS,3,Simpson
MS,4,Lamar
MS,4,Forrest
MS,4,Perry
MS,4,Greene
MS,4,Pearl River
MS,4,Jones
MS,5,Stone
MS,5,George
MS,5,Hancock
MS,5,Harrison
MS,5,Jackson
MS,6,Adams
MS,6,Alcorn
MS,6,Amite
MS,6,Attala
MS,6,Bolivar
MS,6,Calhoun
MS,6,Carroll
MS,6,Chickasaw
MS,6,Choctaw
MS,6,Claiborne
MS,6,Clarke
MS,6,Clay
MS,6,Coahoma
MS,6,Covington
MS,6,Franklin
MS,6,Grenada
MS,6,Holmes
MS,6,Humphreys
MS,6,Issaquena
MS,6,Jasper
MS,6,Jefferson
MS,6,Jefferson Davis
MS,6,Kemper
MS,6,Lafayette
MS,6,Lauderdale
MS,6,Lawrence
MS,6,Leake
MS,6,Leflore
MS,6,Lincoln
MS,6,Lowndes
MS,6,Marion
MS,6,Monroe
MS,6,Montgomery
MS,6,Neshoba
MS,6,Newton
MS,6,Noxubee
MS,6,Oktibbeha
MS,6,Panola
MS,6,Pike
MS,6,Prentiss
MS,6,Quitman
MS,6,Scott
MS,6,Sharkey
MS,6,Smith
MS,6,Sunflower
MS,6,Tallahatchie
MS,6,Tishomingo
MS,6,Walthall
MS,6,Washington
MS,6,Wayne
MS,6,Webster
MS,6,Wilkinson
MS,6,Winston
MS,6,Yalobusha
MS,6,Yazoo
MT,1,Musselshell
MT,1,Yellowstone
MT,1,Carbon
MT,1,Stillwater
MT,1,Sweet Grass
MT,2,Chouteau
MT,2,Teton
MT,2,Lewis and Clark
MT,2,Broadwater
MT,2,Jefferson
MT,2,Deer Lodge
MT,2,Silver Bow
MT,2,Gallatin
MT,2,Cascade
MT,2,Judith Basin
MT,3,Flathead
MT,3,Lake
MT,3,Missoula
MT,4,Beaverhead
MT,4,Big Horn
MT,4,Blaine
MT,4,Carter
MT,4,Custer
MT,4,Daniels
MT,4,Dawson
MT,4,Fallon
MT,4,Fergus
MT,4,Garfield
MT,4,Glacier
MT,4,Golden Valley
MT,4,Granite
MT,4,Hill
MT,4,Liberty
MT,4,Lincoln
MT,4,Madison
MT,4,McCone
MT,4,Meagher
MT,4,Mineral
MT,4,Park
MT,4,Petroleum
MT,4,Phillips
MT,4,Pondera
MT,4,Powder River
MT,4,Powell
MT,4,Prairie
MT,4,Ravalli
MT,4,Richland
MT,4,Roosevelt
MT,4,Rosebud
MT,4,Sanders
MT,4,Sheridan
MT,4,Toole
MT,4,Treasure
MT,4,Valley
MT,4,Wheatland
MT,4,Wibaux
NC,1,Avery
NC,1,Buncombe
NC,1,Cherokee
NC,1,Clay
NC,1,Graham
NC,1,Haywood
NC,1,Henderson
NC,1,Jackson
NC,1,McDowell
NC,1,Macon
NC,1,Madison
NC,1,Mitchell
NC,1,Polk
NC,1,Rutherford
NC,1,Swain
NC,1,Transylvania
NC,1,Yancey
NC,2,Alexander
NC,2,Burke
NC,2,Caldwell
NC,2,Iredell
NC,2,Catawba
NC,3,Alleghany
NC,3,Ashe
NC,3,Watauga
NC,3,Wilkes
NC,4,Anson
NC,4,Cabarrus
NC,4,Mecklenburg
NC,4,Rowan
NC,4,Stanly
NC,4,Union
NC,5,Cleveland
NC,5,Gaston
NC,5,Lincoln
NC,6,Davidson
NC,6,Davie
NC,6,Forsyth
NC,6,Stokes
NC,6,Surry
NC,6,Yadkin
NC,7,Guilford
NC,7,Randolph
NC,7,Rockingham
NC,8,Montgomery
NC,8,Moore
NC,9,Bladen
NC,9,Cumberland
NC,9,Harnett
NC,9,Hoke
NC,9,Richmond
NC,9,Robeson
NC,9,Sampson
NC,9,Scotland
NC,10,Granville
NC,10,Vance
NC,10,Warren
NC,11,Alamance
NC,11,Caswell
NC,11,Chatham
NC,11,Durham
NC,11,Lee
NC,11,Orange
NC,11,Person
NC,12,Bertie
NC,12,Camden
NC,12,Chowan
NC,12,Currituck
NC,12,Gates
NC,12,Halifax
NC,12,Hertford
NC,12,Martin
NC,12,Northampton
NC,12,Pasquotank
NC,12,Perquimans
NC,13,Franklin
NC,13,Johnston
NC,13,Wake
NC,14,Edgecombe
NC,14,Greene
NC,14,Nash
NC,14,Pitt
NC,14,Wilson
NC,14,Wayne
NC,15,Brunswick
NC,15,Columbus
NC,15,Duplin
NC,15,New Hanover
NC,15,Onslow
NC,15,Pender
NC,16,Beaufort
NC,16,Carteret
NC,16,Craven
NC,16,Dare
NC,16,Hyde
NC,16,Jones
NC,16,Pamlico
NC,16,Tyrrell
NC,16,Washington
NC,16,Lenoir
ND,1,Burleigh
ND,1,Morton
ND,2,Cass
ND,3,Grand Forks
ND,4,Adams
ND,4,Barnes
ND,4,Benson
ND,4,Billings
ND,4,Bottineau
ND,4,Bowman
ND,4,Burke
ND,4,Cavalier
ND,4,Dickey
ND,4,Divide
ND,4,Dunn
ND,4,Eddy
ND,4,Emmons
ND,4,Foster
ND,4,Golden Valley
ND,4,Grant
ND,4,Griggs
ND,4,Hettinger
ND,4,Kidder
ND,4,LaMoure
ND,4,Logan
ND,4,McHenry
ND,4,McIntosh
ND,4,McKenzie
ND,4,McLean
ND,4,Mercer
ND,4,Mountrail
ND,4,Nelson
ND,4,Oliver
ND,4,Pembina
ND,4,Pierce
ND,4,Ramsey
ND,4,Ransom
ND,4,Renville
ND,4,Richland
ND,4,Rolette
ND,4,Sargent
ND,4,Sheridan
ND,4,Sioux
ND,4,Slope
ND,4,Stark
ND,4,Steele
ND,4,Stutsman
ND,4,Towner
ND,4,Trail
ND,4,Walsh
ND,4,Ward
ND,4,Wells
ND,4,Williams
NE,1,680
NE,1,681
NE,2,683
NE,2,684
NE,2,685
NE,3,686
NE,3,687
NE,3,688
NE,3,689
NE,4,690
NE,4,691
NE,4,692
NE,4,693
NH,1,Rockingham
NH,1,Strafford
NH,1,Hillsborough
NH,1,Belknap
NH,1,Carroll
NH,1,Cheshire
NH,1,Coos
NH,1,Grafton
NH,1,Merrimack
NH,1,Sullivan
NJ,1,Warren
NJ,1,Atlantic
NJ,1,Bergen
NJ,1,Essex
NJ,1,Hudson
NJ,1,Hunterdon
NJ,1,Middlesex
NJ,1,Monmouth
NJ,1,Morris
NJ,1,Ocean
NJ,1,Passaic
NJ,1,Somerset
NJ,1,Sussex
NJ,1,Union
NJ,1,Cape May
NJ,1,Burlington
NJ,1,Camden
NJ,1,Gloucester
NJ,1,Salem
NJ,1,Mercer
NJ,1,Cumberland
NM,1,Bernalillo
NM,1,Sandoval
NM,1,Torrance
NM,1,Valencia
NM,2,San Juan
NM,3,Dona Ana
NM,4,Santa Fe
NM,5,Catron
NM,5,Chaves
NM,5,Cibola
NM,5,Colfax
NM,5,Curry
NM,5,DeBaca
NM,5,Eddy
NM,5,Grant
NM,5,Guadalupe
NM,5,Harding
NM,5,Hidalgo
NM,5,Lea
NM,5,Lincoln
NM,5,Los Alamos
NM,5,Luna
NM,5,McKinley
NM,5,Mora
NM,5,Otero
NM,5,Quay
NM,5,Rio Arriba
NM,5,Roosevelt
NM,5,San Miguel
NM,5,Sierra
NM,5,Socorro
NM,5,Taos
NM,5,Union
NV,1,Nye
NV,1,Clark
NV,2,Washoe
NV,3,Carson City
NV,3,Douglas
NV,3,Lyon
NV,3,Storey
NV,4,Esmeralda
NV,4,Eureka
NV,4,Humboldt
NV,4,Lander
NV,4,Lincoln
NV,4,Elko
NV,4,Mineral
NV,4,Pershing
NV,4,White Pine
NV,4,Churchill
NY,1,Albany
NY,1,Rensselaer
NY,1,Saratoga
NY,1,Schenectady
NY,1,Columbia
NY,1,Fulton
NY,1,Greene
NY,1,Montgomery
NY,1,Warren
NY,1,Washington
NY,1,Schoharie
NY,2,Allegany
NY,2,Cattaraugus
NY,2,Chautauqua
NY,2,Erie
NY,2,Genesee
NY,2,Niagara
NY,2,Orleans
NY,2,Wyoming
NY,3,Deleware
NY,3,Dutchess
NY,3,Orange
NY,3,Putnam
NY,3,Sullivan
NY,3,Ulster
NY,4,Queens
NY,4,Richmond
NY,4,Rockland
NY,4,New York
NY,4,Kings
NY,4,Bronx
NY,4,Westchester
NY,5,Livingston
NY,5,Monroe
NY,5,Ontario
NY,5,Seneca
NY,5,Wayne
NY,5,Yates
NY,6,Onondaga
NY,6,Broome
NY,6,Chemung
NY,6,Cortland
NY,6,Schuyler
NY,6,Tioga
NY,6,Cayuga
NY,6,Steuben
NY,6,Tompkins
NY,7,Chenango
NY,7,Clinton
NY,7,Hamilton
NY,7,Essex
NY,7,Franklin
NY,7,Herkimer
NY,7,Jefferson
NY,7,Lewis
NY,7,Madison
NY,7,Oneida
NY,7,Oswego
NY,7,Otsego
NY,7,St. Lawrence
NY,8,Nassau
NY,8,Suffolk
OH,1,Williams
OH,1,Fulton
OH,1,Lucas
OH,1,Defiance
OH,1,Henry
OH,1,Wood
OH,2,Paulding
OH,2,Putnam
OH,2,Hancock
OH,2,Van Wert
OH,2,Allen
OH,2,Hardin
OH,2,Mercer
OH,2,Auglaize
OH,3,Darke
OH,3,Shelby
OH,3,Miami
OH,3,Champaign
OH,3,Clark
OH,3,Preble
OH,3,Montgomery
OH,3,Greene
OH,4,Butler
OH,4,Warren
OH,4,Hamilton
OH,5,Clinton
OH,5,Highland
OH,5,Clermont
OH,5,Brown
OH,5,Adams
OH,6,Ottawa
OH,6,Sandusky
OH,6,Erie
OH,6,Seneca
OH,6,Huron
OH,6,Wyandot
OH,7,Crawford
OH,7,Richland
OH,8,Marion
OH,8,Morrow
OH,9,Logan
OH,9,Union
OH,9,Delaware
OH,9,Knox
OH,9,Licking
OH,9,Franklin
OH,9,Madison
OH,9,Fairfield
OH,9,Pickaway
OH,9,Fayette
OH,10,Ross
OH,10,Vinton
OH,10,Pike
OH,10,Jackson
OH,10,Scioto
OH,10,Lawrence
OH,10,Galia
OH,11,Lorain
OH,11,Cuyahoga
OH,11,Lake
OH,11,Geauga
OH,11,Ashtabula
OH,12,Ashland
OH,12,Medina
OH,12,Summit
OH,12,Portage
OH,13,Trumbull
OH,13,Mahoning
OH,13,Columbiana
OH,14,Wayne
OH,14,Holmes
OH,15,Stark
OH,15,Carroll
OH,16,Coshocton
OH,16,Tuscarawas
OH,16,Harrison
OH,16,Jefferson
OH,16,Muskingum
OH,16,Guernsey
OH,16,Belmont
OH,16,Perry
OH,16,Morgan
OH,16,Noble
OH,16,Monroe
OH,17,Hocking
OH,17,Athens
OH,17,Washington
OH,17,Meigs
OK,1,Le Flore
OK,1,Sequoyah
OK,2,Comanche
OK,3,Canadian
OK,3,Cleveland
OK,3,Grady
OK,3,Lincoln
OK,3,Logan
OK,3,McClain
OK,3,Oklahoma
OK,4,Creek
OK,4,Okmulgee
OK,4,Osage
OK,4,Pawnee
OK,4,Rogers
OK,4,Tulsa
OK,4,Wagoner
OK,5,Adair
OK,5,Alfalfa
OK,5,Atoka
OK,5,Beaver
OK,5,Beckham
OK,5,Blaine
OK,5,Bryan
OK,5,Caddo
OK,5,Carter
OK,5,Cherokee
OK,5,Choctaw
OK,5,Cimarron
OK,5,Coal
OK,5,Cotton
OK,5,Craig
OK,5,Custer
OK,5,Delaware
OK,5,Dewey
OK,5,Ellis
OK,5,Garfield
OK,5,Garvin
OK,5,Grant
OK,5,Greer
OK,5,Harmon
OK,5,Harper
OK,5,Haskell
OK,5,Hughes
OK,5,Jackson
OK,5,Jefferson
OK,5,Johnston
OK,5,Kay
OK,5,Kingfisher
OK,5,Kiowa
OK,5,Latimer
OK,5,Love
OK,5,Major
OK,5,Marshall
OK,5,Mayes
OK,5,McCurtain
OK,5,McIntosh
OK,5,Murray
OK,5,Muskogee
OK,5,Noble
OK,5,Nowata
OK,5,Okfuskee
OK,5,Ottawa
OK,5,Payne
OK,5,Pittsburg
OK,5,Pontotoc
OK,5,Pottawatomie
OK,5,Pushmataha
OK,5,Roger Mills
OK,5,Seminole
OK,5,Stephens
OK,5,Texas
OK,5,Tillman
OK,5,Washington
OK,5,Washita
OK,5,Woods
OK,5,Woodward
OR,1,Clackamas
OR,1,Multnomah
OR,1,Washington
OR,1,Yamhill
OR,2,Benton
OR,2,Lane
OR,2,Linn
OR,3,Marion
OR,3,Polk
OR,4,Deschutes
OR,4,Klamath
OR,4,Lake
OR,5,Clatsop
OR,5,Columbia
OR,5,Coos
OR,5,Curry
OR,5,Lincoln
OR,5,Tillamook
OR,6,Baker
OR,6,Crook
OR,6,Gilliam
OR,6,Grant
OR,6,Harney
OR,6,Hood River
OR,6,Jefferson
OR,6,Malheur
OR,6,Morrow
OR,6,Sherman
OR,6,Umatilla
OR,6,Union
OR,6,Wallowa
OR,6,Wasco
OR,6,Wheeler
OR,7,Douglas
OR,7,Jackson
OR,7,Josephine
PA,1,Erie
PA,1,Crawford
PA,1,Mercer
PA,1,Venango
PA,1,Clarion
PA,1,Forest
PA,1,Warren
PA,1,McKean
PA,2,Elk
PA,2,Cameron
PA,2,Potter
PA,3,Tioga
PA,3,Clinton
PA,3,Lycoming
PA,3,Sullivan
PA,3,Bradford
PA,3,Susquehanna
PA,3,Wyoming
PA,3,Lackawanna
PA,3,Wayne
PA,3,Pike
PA,3,Monroe
PA,3,Carbon
PA,3,Luzerne
PA,4,Lawrence
PA,4,Beaver
PA,4,Washington
PA,4,Greene
PA,4,Butler
PA,4,Allegheny
PA,4,Westmoreland
PA,4,Armstrong
PA,4,Indiana
PA,4,Fayette
PA,5,Jefferson
PA,5,Clearfield
PA,5,Cambria
PA,5,Somerset
PA,5,Bedford
PA,5,Blair
PA,5,Huntingdon
PA,6,Centre
PA,6,Mifflin
PA,6,Union
PA,6,Snyder
PA,6,Montour
PA,6,Northumberland
PA,6,Columbia
PA,6,Schuylkill
PA,6,Lehigh
PA,6,Northampton
PA,7,Adams
PA,7,York
PA,7,Lancaster
PA,7,Berks
PA,8,Chester
PA,8,Delaware
PA,8,Montgomery
PA,8,Bucks
PA,8,Philadelphia
PA,9,Fulton
PA,9,Franklin
PA,9,Cumberland
PA,9,Perry
PA,9,Juniata
PA,9,Dauphin
PA,9,Lebanon
RI,1,Bristol
RI,1,Kent
RI,1,Newport
RI,1,Providence
RI,1,Washington
SC,1,Abbeville
SC,2,Aiken
SC,3,Allendale
SC,4,Anderson
SC,5,Bamberg
SC,6,Barnwell
SC,7,Beaufort
SC,8,Berkeley
SC,9,Calhoun
SC,10,Charleston
SC,11,Cherokee
SC,12,Chester
SC,13,Chesterfield
SC,14,Clarendon
SC,15,Colleton
SC,16,Darlington
SC,17,Dillon
SC,18,Dorchester
SC,19,Edgefield
SC,20,Fairfield
SC,21,Florence
SC,22,Georgetown
SC,23,Greenville
SC,24,Greenwood
SC,25,Hampton
SC,26,Horry
SC,27,Jasper
SC,28,Kershaw
SC,29,Lancaster
SC,30,Laurens
SC,31,Lee
SC,32,Lexington
SC,33,McCormick
SC,34,Marion
SC,35,Marlboro
SC,36,Newberry
SC,37,Oconee
SC,38,Orangeburg
SC,39,Pickens
SC,40,Richland
SC,41,Saluda
SC,42,Spartanburg
SC,43,Sumter
SC,44,Union
SC,45,Williamsburg
SC,46,York
SD,1,Harding
SD,1,Butte
SD,1,Perkins
SD,1,Corson
SD,1,Dewey
SD,1,Ziebach
SD,1,Haakon
SD,1,Jackson
SD,1,Bennett
SD,1,Shannon
SD,1,Fall River
SD,1,Custer
SD,1,Pennington
SD,1,Lawrence
SD,1,Meade
SD,1,Stanley
SD,1,Jones
SD,1,Lyman
SD,1,Mellette
SD,1,Todd
SD,1,Tripp
SD,1,Gregory
SD,2,Lake
SD,2,Moody
SD,2,McCook
SD,2,Minnehaha
SD,2,Turner
SD,2,Lincoln
SD,2,Clay
SD,2,Union
SD,3,Campbell
SD,3,Walworth
SD,3,Potter
SD,3,McPherson
SD,3,Edmunds
SD,3,Faulk
SD,3,Brown
SD,3,Spink
SD,3,Marshall
SD,3,Roberts
SD,3,Day
SD,3,Grant
SD,3,Codington
SD,3,Clark
SD,3,Hamlin
SD,3,Deuel
SD,3,Brookings
SD,3,Kingsbury
SD,3,Beadle
SD,4,Sully
SD,4,Hughes
SD,4,Hyde
SD,4,Hand
SD,4,Buffalo
SD,4,Jerauld
SD,4,Sanborn
SD,4,Miner
SD,4,Brule
SD,4,Aurora
SD,4,Davison
SD,4,Hanson
SD,4,Douglas
SD,4,Charles Mix
SD,4,Hutchinson
SD,4,Bonn Homme
SD,4,Yankton</p>
TN,1,Carter
TN,1,Greene
TN,1,Hancock
TN,1,Hawkins
TN,1,Johnson
TN,1,Sullivan
TN,1,Unicoi
TN,1,Washington
TN,2,Anderson
TN,2,Blount
TN,2,Campbell
TN,2,Claiborne
TN,2,Cocke
TN,2,Grainger
TN,2,Hamblen
TN,2,Jefferson
TN,2,Knox
TN,2,Loudon
TN,2,Monroe
TN,2,Morgan
TN,2,Roane
TN,2,Scott
TN,2,Sevier
TN,2,Union
TN,3,Bledsoe
TN,3,Bradley
TN,3,Franklin
TN,3,Grundy
TN,3,Hamilton
TN,3,Marion
TN,3,McMinn
TN,3,Meigs
TN,3,Polk
TN,3,Rhea
TN,3,Sequatchie
TN,4,Cheatham
TN,4,Davidson
TN,4,Montgomery
TN,4,Robertson
TN,4,Rutherford
TN,4,Sumner
TN,4,Trousdale
TN,4,Williamson
TN,4,Wilson
TN,5,Benton
TN,5,Carroll
TN,5,Chester
TN,5,Crockett
TN,5,Decatur
TN,5,Dyer
TN,5,Gibson
TN,5,Hardeman
TN,5,Hardin
TN,5,Henderson
TN,5,Henry
TN,5,Lake
TN,5,Madison
TN,5,McNairy
TN,5,Obion
TN,5,Weakley
TN,6,Fayette
TN,6,Haywood
TN,6,Lauderdale
TN,6,Shelby
TN,6,Tipton
TN,7,Cannon
TN,7,Clay
TN,7,Cumberland
TN,7,DeKalb
TN,7,Fentress
TN,7,Jackson
TN,7,Macon
TN,7,Overton
TN,7,Pickett
TN,7,Putnam
TN,7,Smith
TN,7,Van Buren
TN,7,Warren
TN,7,White
TN,8,Bedford
TN,8,Coffee
TN,8,Dickson
TN,8,Giles
TN,8,Hickman
TN,8,Houston
TN,8,Humphreys
TN,8,Lawrence
TN,8,Lewis
TN,8,Lincoln
TN,8,Marshall
TN,8,Maury
TN,8,Moore
TN,8,Perry
TN,8,Stewart
TN,8,Wayne
TX,1,Callahan
TX,1,Jones
TX,1,Taylor
TX,2,Armstrong
TX,2,Carson
TX,2,Potter
TX,2,Randall
TX,3,Bastrop
TX,3,Caldwell
TX,3,Hays
TX,3,Travis
TX,3,Williamson
TX,4,Hardin
TX,4,Jefferson
TX,4,Orange
TX,5,Cameron
TX,6,Brazos
TX,6,Burleson
TX,6,Robertson
TX,7,Aransas
TX,7,Nueces
TX,7,San Patricio
TX,8,Collin
TX,8,Dallas
TX,8,Delta
TX,8,Denton
TX,8,Ellis
TX,8,Hunt
TX,8,Johnson
TX,8,Kaufman
TX,8,Parker
TX,8,Rockwall
TX,8,Tarrant
TX,8,Wise
TX,9,El Paso
TX,10,Austin
TX,10,Brazoria
TX,10,Chambers
TX,10,Fort Bend
TX,10,Galveston
TX,10,Harris
TX,10,Liberty
TX,10,Montgomery
TX,10,San Jacinto
TX,10,Waller
TX,11,Bell
TX,11,Coryell
TX,11,Lampasas
TX,12,Webb
TX,13,Gregg
TX,13,Rusk
TX,13,Upshur
TX,14,Crosby
TX,14,Lubbock
TX,15,Hidalgo
TX,16,Midland
TX,17,Ector
TX,18,Irion
TX,18,Tom Green
TX,19,Atascosa
TX,19,Bandera
TX,19,Bexar
TX,19,Comal
TX,19,Guadalupe
TX,19,Kendall
TX,19,Medina
TX,19,Wilson
TX,20,Grayson
TX,21,Bowie
TX,22,Smith
TX,23,Calhoun
TX,23,Goliad
TX,23,Victoria
TX,24,McLennan
TX,25,Archer
TX,25,Clay
TX,25,Wichita
TX,26,Jim Wells
TX,26,Andrews
TX,26,Henderson
TX,26,Matagorda
TX,26,Bee
TX,26,Howard
TX,26,Fannin
TX,26,Hutchinson
TX,26,Washington
TX,26,Brown
TX,26,Navarro
TX,26,Val Verde
TX,26,Moore
TX,26,Maverick
TX,26,Wharton
TX,26,Gillespie
TX,26,Cooke
TX,26,Hood
TX,26,Somervell
TX,26,Deaf Smith
TX,26,Walker
TX,26,Cherokee
TX,26,Kerr
TX,26,Kenedy
TX,26,Kleberg
TX,26,Dawson
TX,26,Hockley
TX,26,Angelina
TX,26,Burnet
TX,26,Harrison
TX,26,Palo Pinto
TX,26,Titus
TX,26,Nacogdoches
TX,26,Anderson
TX,26,Gray
TX,26,Roberts
TX,26,Lamar
TX,26,Reeves
TX,26,Hale
TX,26,Willacy
TX,26,Starr
TX,26,Scurry
TX,26,Erath
TX,26,Hopkins
TX,26,Nolan
TX,26,Uvalde
TX,26,Wilbarger
TX,26,Camp
TX,26,Cass
TX,26,Castro
TX,26,Childress
TX,26,Cochran
TX,26,Coke
TX,26,Coleman
TX,26,Collingsworth
TX,26,Colorado
TX,26,Comanche
TX,26,Concho
TX,26,Cottle
TX,26,Crane
TX,26,Crockett
TX,26,Culbertson
TX,26,Dallam
TX,26,DeWitt
TX,26,Dickens
TX,26,Dimmit
TX,26,Donley
TX,26,Duval
TX,26,Eastland
TX,26,Edwards
TX,26,Falls
TX,26,Fayette
TX,26,Fisher
TX,26,Floyd
TX,26,Foard
TX,26,Franklin
TX,26,Freestone
TX,26,Frio
TX,26,Gaines
TX,26,Garza
TX,26,Glasscock
TX,26,Gonzales
TX,26,Grimes
TX,26,Upton
TX,26,Van Zandt
TX,26,Ward
TX,26,Wheiler
TX,26,Winkler
TX,26,Wood
TX,26,Yoakum
TX,26,Young
TX,26,Zapata
TX,26,Zavala
TX,26,Brooks
TX,26,Bailey
TX,26,Baylor
TX,26,Blanco
TX,26,Borden
TX,26,Bosque
TX,26,Brewster
TX,26,Briscoe
TX,26,Shackelford
TX,26,Shelby
TX,26,Sherman
TX,26,Stephens
TX,26,Sterling
TX,26,Stonewall
TX,26,Sutton
TX,26,Swisher
TX,26,Terrell
TX,26,Terry
TX,26,Throckmorton
TX,26,Trinity
TX,26,Tyler
TX,26,Rains
TX,26,Reagan
TX,26,Real
TX,26,Red River
TX,26,Refugio
TX,26,Runnels
TX,26,Sabine
TX,26,San Augustine
TX,26,San Saba
TX,26,Schleicher
TX,26,Morris
TX,26,Motley
TX,26,Newton
TX,26,Nolan
TX,26,Ochittree
TX,26,Oldham
TX,26,Panola
TX,26,Parmer
TX,26,Pecos
TX,26,Polk
TX,26,Presidio
TX,26,Madison
TX,26,Marion
TX,26,Martin
TX,26,Mason
TX,26,McCulloch
TX,26,McMullen
TX,26,Menard
TX,26,Milam
TX,26,Mills
TX,26,Mitchell
TX,26,Montague
TX,26,Hall
TX,26,Hamilton
TX,26,Hansford
TX,26,Hardeman
TX,26,Hartley
TX,26,Haskell
TX,26,Hemphill
TX,26,Hill
TX,26,Houston
TX,26,Hudspeth
TX,26,Jack
TX,26,Jackson
TX,26,Jasper
TX,26,Jim Hogg
TX,26,Jeff Davis
TX,26,Karnes
TX,26,Kent
TX,26,Kimble
TX,26,King
TX,26,Kinney
TX,26,Knox
TX,26,La Salle
TX,26,Lamb
TX,26,Lavaca
TX,26,Lee
TX,26,Leon
TX,26,Limestone
TX,26,Lipscomb
TX,26,Live Oak
TX,26,Llano
TX,26,Loving
TX,26,Lynn
UT,1,Cache
UT,1,Rich
UT,2,Box Elder
UT,2,Morgan
UT,2,Weber
UT,3,Davis
UT,3,Salt Lake
UT,3,Summit
UT,3,Tooele
UT,3,Wasatch
UT,4,Utah
UT,5,Iron
UT,5,Washington
UT,6,Beaver
UT,6,Carbon
UT,6,Daggett
UT,6,Duchesne
UT,6,Emery
UT,6,Garfield
UT,6,Grand
UT,6,Juab
UT,6,Kane
UT,6,Millard
UT,6,Piute
UT,6,San Juan
UT,6,Sanpete
UT,6,Sevier
UT,6,Uintah
UT,6,Wayne
VA,1,Giles
VA,1,Montgomery
VA,1,Pulaski
VA,1,Radford City
VA,2,Albemarle
VA,2,Fluvanna
VA,2,Greene
VA,2,Nelson
VA,2,Charlottesville City
VA,3,Pittsylvania
VA,3,Danville City
VA,4,Rockingham
VA,4,Harrisonburg City
VA,5,Scott
VA,5,Washington
VA,5,Bristol City
VA,6,Amherst
VA,6,Appomattox
VA,6,Bedford
VA,6,Campbell
VA,6,Bedford City
VA,6,Lynchburg City
VA,7,Amelia
VA,7,Caroline
VA,7,Charles City
VA,7,Chesterfield
VA,7,Cumberland
VA,7,Dinwiddie
VA,7,Goochland
VA,7,Hanover
VA,7,Henrico
VA,7,King and Queen
VA,7,King William
VA,7,Louisa
VA,7,New Kent
VA,7,Powhatan
VA,7,Prince George
VA,7,Sussex
VA,7,Colonial Heights City
VA,7,Hopewell City
VA,7,Petersburg City
VA,7,Richmond City
VA,8,Botetourt
VA,8,Craig
VA,8,Franklin
VA,8,Roanoke
VA,8,Roanoke City
VA,8,Salem City
VA,9,Gloucester
VA,9,Isle of Wight
VA,9,James City
VA,9,Mathews
VA,9,Surry
VA,9,York
VA,9,Chesapeake City
VA,9,Hampton City
VA,9,Newport News City
VA,9,Norfolk City
VA,9,Poquoson City
VA,9,Portsmouth City
VA,9,Suffolk City
VA,9,Virginia Beach City
VA,9,Williamsburg City
VA,10,Arlington
VA,10,Clarke
VA,10,Fairfax
VA,10,Fauquier
VA,10,Loudoun
VA,10,Prince William
VA,10,Spotsylvania
VA,10,Stafford
VA,10,Warren
VA,10,Alexandria City
